row_id,Consumer,Product,Liking,parse_error,overall_visual_match,color_pinkness_match,fat_lean_appearance_match,surface_moisture_shine_match,slice_structure_homogeneity_match,overall_texture_match,tenderness_softness_match,firmness_rubberiness_match,dryness_juiciness_match,fibrous_stringy_pieces_match,thickness_chew_match,overall_flavor_match,saltiness_match,ham_taste_match,aromatic_smoky_spiced_match,bland_insipid_intensity_match,offnote_aftertaste_match
997,H260,J05,3.3,,3.0,2.0,6.0,,,2.0,,2.0,,,2.0,2.0,1.0,,3.0,,
998,H260,J09,3.15,,2.0,2.0,6.0,2.0,,5.0,,6.0,,,5.0,2.0,1.0,,,2.0,
999,H260,J10,8.38,,6.0,6.0,6.0,,,3.0,,5.0,3.0,,,5.0,6.0,5.0,,5.0,
1000,H260,J24,2.58,,4.0,6.0,6.0,1.0,,2.0,,3.0,1.0,,,1.0,,,,2.0,1.0
1001,H260,J26,3.75,,2.0,2.0,5.0,,1.0,1.0,2.0,1.0,,,,3.0,5.0,,,4.0,
1002,H260,J29,9.15,,5.0,6.0,6.0,3.0,,2.0,2.0,6.0,3.0,,2.0,4.0,5.0,5.0,,4.0,
1003,H260,J30,8.8,,2.0,2.0,2.0,,2.0,2.0,3.0,6.0,,,1.0,2.0,5.0,2.0,,2.0,
1004,H261,J01,7.68,,4.0,4.0,,,,5.0,5.0,5.0,,,,5.0,6.0,4.0,,,
1005,H261,J17,6.7,,6.0,6.0,,,,2.0,,2.0,,,,3.0,5.0,2.0,,3.0,
1006,H261,J29,7.33,,6.0,6.0,,,,6.0,6.0,6.0,,,,4.0,3.0,5.0,,5.0,
1007,H261,J30,6.79,,3.0,3.0,,,,6.0,6.0,6.0,,,,2.0,6.0,2.0,,2.0,
1008,H264,J10,6.96,,,,,,,,,,,,,,,,,,
1009,H264,J20,4.56,,,,,,,,,,,,,,,,,,
1010,H264,J22,2.98,,,,,,,,,,,,,,,,,,
1011,H264,J26,4.12,,,,,,,,,,,,,,,,,,
1012,H264,J31,6.51,,,,,,,,,,,,,,,,,,
1013,H265,J02,9.71,,4.0,4.0,5.0,,3.0,6.0,,6.0,,,6.0,5.0,6.0,5.0,,,
1014,H265,J26,2.37,,5.0,6.0,6.0,,,5.0,,5.0,,,6.0,2.0,,2.0,,2.0,
1015,H265,J28,7.16,,3.0,2.0,,3.0,2.0,5.0,,6.0,3.0,,5.0,2.0,4.0,2.0,2.0,,2.0
1016,H265,J31,6.58,,5.0,6.0,6.0,,,3.0,4.0,2.0,,,2.0,3.0,5.0,,2.0,,
1017,H266,J01,1.23,,2.0,,3.0,,1.0,2.0,2.0,,2.0,,2.0,3.0,4.0,5.0,2.0,5.0,2.0
1018,H266,J02,3.91,,3.0,2.0,6.0,,2.0,2.0,2.0,,2.0,2.0,,1.0,5.0,1.0,,1.0,2.0
1019,H266,J03,1.5,,1.0,2.0,2.0,,1.0,1.0,2.0,,1.0,,,1.0,5.0,1.0,,1.0,
1020,H266,J09,6.32,,3.0,2.0,5.0,,4.0,1.0,1.0,,2.0,2.0,1.0,5.0,6.0,6.0,,6.0,
1021,H266,J10,1.07,,5.0,,6.0,,4.0,1.0,1.0,,1.0,1.0,,5.0,6.0,,,6.0,1.0
1022,H266,J27,6.45,,2.0,,2.0,,2.0,5.0,5.0,5.0,6.0,6.0,,4.0,,5.0,,6.0,
1023,H266,J30,6.81,,5.0,,5.0,,4.0,3.0,,,3.0,,,4.0,5.0,,,4.0,
1024,H266,J31,2.26,,5.0,6.0,6.0,,4.0,3.0,4.0,,4.0,3.0,,2.0,4.0,2.0,,2.0,
1025,H267,J02,5.65,,,,,,,,,,,,,,,,,,
1026,H267,J09,7.82,,,,,,,,,,,,,,,,,,
1027,H267,J25,6.31,,,,,,,,,,,,,,,,,,
1028,H268,J01,4.68,,,,,,,,,,,,,,,,,,
1029,H268,J02,3.53,,,,,,,,,,,,,,,,,,
1030,H268,J03,5.15,,,,,,,,,,,,,,,,,,
1031,H268,J09,7.84,,,,,,,,,,,,,,,,,,
1032,H268,J10,5.89,,,,,,,,,,,,,,,,,,
1033,H269,J01,6.1,,2.0,5.0,2.0,5.0,1.0,5.0,,,4.0,,,2.0,3.0,,1.0,,1.0
1034,H269,J20,7.93,,3.0,4.0,2.0,5.0,2.0,5.0,5.0,,5.0,,,2.0,2.0,,1.0,,
1035,H269,J26,8.04,,4.0,4.0,6.0,5.0,,6.0,6.0,,,,,4.0,6.0,,2.0,,
1036,H269,J31,7.43,,4.0,6.0,4.0,6.0,3.0,3.0,,,,2.0,,3.0,6.0,,1.0,,
1037,H271,J03,6.81,,4.0,4.0,,,,5.0,,5.0,,,,5.0,5.0,,,5.0,
1038,H271,J05,6.83,,6.0,6.0,6.0,,,,,,5.0,,,5.0,6.0,,,5.0,
1039,H271,J20,5.89,,3.0,4.0,3.0,,,2.0,2.0,2.0,,,,5.0,5.0,5.0,,5.0,
1040,H271,J26,7.79,,4.0,4.0,,,,3.0,,3.0,,,,,,,,,
1041,H275,J04,6.97,,3.0,,2.0,,,6.0,6.0,,,,,5.0,,,6.0,,
1042,H275,J11,9.26,,5.0,,6.0,,,4.0,6.0,,3.0,,,5.0,6.0,,3.0,,
1043,H275,J20,5.71,,2.0,,1.0,,2.0,4.0,6.0,,,,,5.0,6.0,,,,
1044,H275,J21,6.78,,5.0,,6.0,,4.0,6.0,6.0,,,5.0,,5.0,6.0,,4.0,,
1045,H275,J22,8.28,,3.0,,2.0,,,6.0,6.0,,,,,6.0,6.0,,6.0,,
1046,H275,J23,5.07,,3.0,4.0,3.0,,2.0,2.0,2.0,,,,,3.0,6.0,,2.0,3.0,
1047,H275,J26,9.32,,6.0,,6.0,,,6.0,6.0,,,,,6.0,6.0,,6.0,6.0,
1048,H275,J27,9.81,,4.0,,4.0,,,6.0,6.0,,,,,5.0,5.0,,6.0,,
1049,H275,J28,8.12,,4.0,,5.0,,,6.0,6.0,,6.0,,,5.0,6.0,,5.0,,
1050,H276,J01,8.12,,3.0,,,,2.0,4.0,3.0,,,,,5.0,5.0,5.0,,6.0,5.0
1051,H276,J02,8.94,,6.0,5.0,6.0,,,6.0,6.0,,,,,6.0,6.0,6.0,,6.0,6.0
1052,H276,J10,8.62,,6.0,,6.0,,6.0,6.0,6.0,,,,6.0,6.0,6.0,,,6.0,6.0
1053,H276,J11,8.79,,3.0,,6.0,,2.0,3.0,3.0,3.0,,,,5.0,6.0,5.0,,5.0,6.0
1054,H276,J20,8.44,,5.0,,6.0,,5.0,4.0,4.0,4.0,,,4.0,5.0,6.0,5.0,,5.0,6.0
1055,H276,J24,6.44,,1.0,,1.0,,,1.0,1.0,1.0,,,,3.0,,3.0,,,
1056,H276,J26,6.9,,2.0,,1.0,,,5.0,5.0,,,,,3.0,,3.0,,3.0,
1057,H276,J27,6.88,,5.0,,6.0,,,5.0,5.0,,,,,5.0,4.0,,,6.0,4.0
1058,H276,J30,7.35,,2.0,,1.0,,,3.0,2.0,3.0,,,,4.0,3.0,5.0,,,3.0
1059,H278,J01,9.47,,,,,,,,,,,,,,,,,,
1060,H278,J21,4.87,,,,,,,,,,,,,,,,,,
1061,H278,J26,9.26,,,,,,,,,,,,,,,,,,
1062,H279,J01,8.5,,6.0,,6.0,,,6.0,6.0,,6.0,,,,,,,,
1063,H279,J20,3.57,,4.0,,3.0,,,6.0,6.0,,,,,,,,,,
1064,H279,J21,4.16,,3.0,,2.0,,,4.0,5.0,,6.0,,,,,,,,
1065,H279,J26,7.02,,4.0,,3.0,,,6.0,6.0,,,,,,,,,,
1066,H280,J01,5.53,,5.0,6.0,4.0,,5.0,4.0,,4.0,,,,3.0,,3.0,,,
1067,H280,J10,7.77,,6.0,6.0,6.0,,6.0,6.0,,,,6.0,,5.0,,5.0,,,
1068,H280,J23,2.81,,1.0,2.0,1.0,,1.0,2.0,2.0,2.0,,2.0,,1.0,4.0,1.0,,2.0,
1069,H280,J31,8.51,,3.0,4.0,1.0,,2.0,4.0,5.0,5.0,,,,5.0,5.0,5.0,,,
1070,H281,J04,8.34,,6.0,,6.0,,6.0,6.0,6.0,6.0,,6.0,,6.0,6.0,6.0,,6.0,
1071,H281,J05,7.69,,5.0,,6.0,,5.0,5.0,5.0,6.0,,,,5.0,5.0,4.0,,6.0,
1072,H281,J11,7.01,,6.0,,6.0,,,4.0,4.0,4.0,,,,5.0,5.0,6.0,,6.0,
1073,H281,J27,7.12,,5.0,,5.0,,,5.0,5.0,5.0,,,,4.0,,4.0,,5.0,
1074,H281,J31,8.33,,3.0,,6.0,,2.0,5.0,6.0,5.0,,,,5.0,6.0,6.0,,6.0,
1075,H282,J01,3.19,,4.0,4.0,,,,2.0,,,1.0,,2.0,4.0,,5.0,,5.0,
1076,H282,J02,8.18,,6.0,,6.0,,,6.0,,,,,6.0,5.0,,,,5.0,
1077,H282,J07,5.81,,2.0,,2.0,2.0,,2.0,,3.0,2.0,,3.0,3.0,,3.0,,,
1078,H282,J11,5.96,,5.0,,5.0,,,3.0,,,2.0,,2.0,6.0,5.0,,,6.0,3.0
1079,H282,J20,7.74,,5.0,,6.0,,,6.0,,,6.0,,6.0,5.0,,6.0,,5.0,
1080,H282,J21,7.56,,5.0,,,6.0,,4.0,,3.0,6.0,,5.0,,,,,4.0,
1081,H282,J28,4.95,,5.0,6.0,5.0,,,3.0,,,2.0,,3.0,5.0,,5.0,,,
1082,H282,J31,5.96,,5.0,,6.0,,,5.0,,,2.0,,6.0,4.0,,,,4.0,
1083,H283,J01,7.29,,2.0,2.0,2.0,,2.0,1.0,1.0,1.0,1.0,,1.0,5.0,6.0,,,,
1084,H283,J02,5.94,,4.0,5.0,3.0,,,2.0,2.0,,2.0,,,4.0,5.0,,,,
1085,H283,J07,5.45,,3.0,5.0,2.0,,,1.0,1.0,1.0,2.0,,,4.0,3.0,5.0,,,
1086,H283,J11,7.37,,2.0,4.0,2.0,,,2.0,2.0,,2.0,,,5.0,6.0,,,,
1087,H283,J20,8.83,,4.0,5.0,3.0,,,5.0,6.0,,,,,4.0,,,,,
1088,H283,J21,6.08,,5.0,,6.0,5.0,,3.0,3.0,,2.0,,,4.0,4.0,,,,
1089,H283,J28,6.76,,6.0,,6.0,,,2.0,2.0,,2.0,,,,,,,,
1090,H283,J31,7.03,,4.0,,3.0,5.0,,4.0,,,4.0,,,4.0,4.0,,,,
1091,H285,J09,5.06,,4.0,,,3.0,,3.0,,5.0,3.0,,,5.0,,6.0,,,
1092,H285,J11,2.13,,4.0,,3.0,6.0,,2.0,,,1.0,1.0,,1.0,,2.0,,2.0,
1093,H285,J15,1.3,,1.0,,2.0,1.0,1.0,1.0,,,1.0,1.0,,1.0,,1.0,,1.0,
1094,H285,J20,4.71,,3.0,,2.0,4.0,5.0,5.0,,4.0,4.0,6.0,,2.0,,2.0,,2.0,
1095,H285,J25,2.01,,1.0,,2.0,,1.0,2.0,,,3.0,1.0,,1.0,,1.0,,,
1096,H285,J26,3.84,,2.0,,3.0,1.0,,3.0,4.0,,2.0,1.0,,2.0,,2.0,,2.0,
1097,H285,J27,4.34,,4.0,,4.0,6.0,3.0,3.0,,,3.0,2.0,,4.0,,5.0,,,
1098,H285,J30,5.17,,4.0,,2.0,6.0,6.0,2.0,,,1.0,6.0,,1.0,,1.0,,2.0,
1099,H285,J31,1.62,,1.0,,1.0,,1.0,1.0,,,1.0,1.0,,1.0,,1.0,,1.0,
1100,H286,J01,4.17,,,,2.0,,,2.0,2.0,2.0,,,2.0,2.0,,2.0,,2.0,
1101,H286,J02,7.22,,4.0,4.0,4.0,,,5.0,5.0,,,,,5.0,6.0,,,,
1102,H286,J03,4.0,,3.0,3.0,,,,3.0,,,,,3.0,3.0,,,,3.0,
1103,H286,J07,7.11,,5.0,6.0,4.0,,,4.0,5.0,,,,,5.0,6.0,,,,
1104,H286,J11,2.01,,4.0,5.0,4.0,,,2.0,2.0,2.0,,,,2.0,3.0,,,1.0,
1105,H286,J21,6.04,,5.0,,5.0,,,4.0,3.0,,,,4.0,4.0,3.0,,,,
1106,H286,J26,0.86,,2.0,2.0,,,,2.0,,,,,1.0,1.0,,1.0,,1.0,
1107,H286,J27,6.7,,4.0,4.0,,,,5.0,6.0,,,,3.0,4.0,4.0,,,,
1108,H287,J01,0.05,,2.0,,2.0,2.0,,1.0,1.0,,1.0,,,1.0,2.0,1.0,,2.0,2.0
1109,H287,J02,9.01,,6.0,6.0,6.0,5.0,,5.0,4.0,6.0,6.0,,,5.0,6.0,5.0,4.0,6.0,6.0
1110,H287,J03,6.16,,5.0,,6.0,,,4.0,4.0,5.0,3.0,,,4.0,6.0,4.0,,,6.0
1111,H287,J07,8.72,,6.0,5.0,6.0,,,4.0,3.0,4.0,6.0,,,5.0,6.0,6.0,,,5.0
1112,H287,J11,0.53,,6.0,6.0,6.0,,,1.0,2.0,,1.0,,,1.0,,1.0,,2.0,1.0
1113,H287,J21,5.93,,6.0,6.0,6.0,,,5.0,5.0,5.0,6.0,5.0,,4.0,3.0,6.0,,,6.0
1114,H287,J26,0.0,,1.0,1.0,1.0,,1.0,1.0,2.0,,1.0,,,4.0,5.0,5.0,,,6.0
1115,H287,J27,5.02,,4.0,3.0,5.0,,,2.0,3.0,2.0,,,,3.0,3.0,4.0,,,5.0
1116,H288,J09,8.47,,5.0,5.0,,,,6.0,6.0,,,,,4.0,4.0,,,,
1117,H288,J10,8.34,,5.0,6.0,5.0,,,5.0,6.0,,3.0,,,5.0,6.0,,,,
1118,H288,J30,7.96,,6.0,6.0,6.0,,,6.0,6.0,,,,,6.0,6.0,,,,
1119,H288,J31,6.79,,5.0,6.0,5.0,,,3.0,3.0,,3.0,,,6.0,6.0,,,,
1120,H291,J01,8.35,,2.0,1.0,4.0,,,4.0,,,,4.0,5.0,4.0,,,,,
1121,H291,J03,0.19,,2.0,2.0,2.0,,2.0,2.0,,,2.0,,,2.0,,2.0,,2.0,
1122,H291,J10,6.57,,3.0,4.0,6.0,,,2.0,,,1.0,,,1.0,,1.0,,1.0,
1123,H291,J31,8.46,,2.0,1.0,6.0,,,5.0,,,,,5.0,4.0,,,,,
1124,H294,J09,8.3,,3.0,,2.0,,4.0,4.0,,,,,,4.0,,4.0,,,
1125,H294,J11,0.66,,1.0,,1.0,,1.0,1.0,,,1.0,,1.0,2.0,4.0,2.0,,2.0,
1126,H294,J15,7.26,,2.0,2.0,,2.0,4.0,4.0,,,,,,3.0,4.0,2.0,,,
1127,H294,J25,1.87,,1.0,1.0,2.0,2.0,2.0,2.0,2.0,,2.0,,,1.0,5.0,1.0,,1.0,
1128,H294,J27,0.08,,,,2.0,,,4.0,,,,,,4.0,,4.0,,,
1129,H294,J31,1.82,,1.0,,1.0,1.0,1.0,1.0,,,2.0,,,1.0,4.0,1.0,,2.0,
1130,H295,J02,9.84,,2.0,2.0,4.0,,,1.0,3.0,,1.0,,,2.0,2.0,,5.0,,
1131,H295,J11,9.65,,3.0,3.0,5.0,,3.0,4.0,2.0,,6.0,,,3.0,5.0,3.0,2.0,,
1132,H295,J20,6.78,,3.0,3.0,,,,3.0,2.0,,2.0,,,3.0,4.0,,,,
1133,H295,J23,7.75,,5.0,6.0,,,,2.0,,,1.0,,4.0,2.0,,2.0,,,1.0
1134,H295,J26,4.8,,4.0,4.0,2.0,,,3.0,2.0,,5.0,,,2.0,,2.0,2.0,,2.0
1135,H295,J27,7.8,,4.0,4.0,,,,,,,,,,2.0,1.0,2.0,,,
1136,H295,J31,9.44,,3.0,5.0,2.0,2.0,2.0,5.0,5.0,,6.0,,6.0,3.0,,3.0,,,6.0
1137,H297,J01,2.35,,2.0,2.0,,1.0,1.0,2.0,2.0,3.0,1.0,3.0,,2.0,6.0,4.0,,2.0,2.0
1138,H297,J23,0.24,,1.0,,1.0,,1.0,1.0,,2.0,1.0,1.0,2.0,1.0,,1.0,,1.0,1.0
1139,H297,J27,6.73,,2.0,4.0,2.0,,1.0,4.0,4.0,4.0,3.0,2.0,4.0,5.0,6.0,5.0,,,5.0
1140,H297,J28,2.27,,2.0,2.0,2.0,,2.0,2.0,3.0,,1.0,2.0,3.0,2.0,3.0,4.0,,2.0,
1141,H297,J30,0.2,,1.0,2.0,,1.0,1.0,1.0,1.0,,1.0,,,1.0,,1.0,,,1.0
1142,H299,J02,6.19,,2.0,,2.0,,2.0,2.0,2.0,,5.0,,,4.0,,6.0,2.0,,
1143,H299,J20,1.92,,1.0,,1.0,,1.0,1.0,1.0,1.0,,,,4.0,,6.0,1.0,,
1144,H299,J21,5.47,,1.0,,1.0,,1.0,6.0,6.0,,,,,3.0,1.0,6.0,1.0,,
1145,H299,J22,8.12,,5.0,,6.0,,,5.0,5.0,6.0,6.0,,,3.0,,6.0,1.0,,
1146,H299,J27,7.47,,2.0,,2.0,,,5.0,5.0,6.0,,,,4.0,,6.0,3.0,,
1147,H299,J31,6.75,,3.0,,2.0,,,,,,,,,3.0,6.0,5.0,2.0,3.0,
1148,H300,J02,7.56,,6.0,6.0,,,,2.0,2.0,,,,2.0,2.0,2.0,,,,
1149,H300,J06,6.2,,,,,,,,,,,,,,,,,,
1150,H300,J08,4.68,,6.0,6.0,,,,6.0,,,,,6.0,2.0,2.0,,,,2.0
1151,H300,J10,7.15,,6.0,6.0,,,,4.0,,,,,5.0,2.0,2.0,,,,
1152,H300,J20,4.39,,3.0,6.0,1.0,,,2.0,2.0,,,,,2.0,2.0,,,,
1153,H300,J23,7.27,,,,,,,2.0,,,,,,,6.0,,,,
1154,H300,J25,0.72,,,,,,,1.0,,,,1.0,,2.0,2.0,,,,
1155,H300,J27,9.67,,6.0,6.0,,,,5.0,,,,,4.0,2.0,,,,,2.0
1156,H301,J02,8.89,,5.0,5.0,,,,6.0,6.0,,,,,,,,,,
1157,H301,J06,8.46,,6.0,6.0,,,,6.0,6.0,,,,,5.0,6.0,,2.0,,
1158,H301,J08,7.58,,5.0,6.0,,,,5.0,5.0,,,,,4.0,5.0,,3.0,,
1159,H301,J10,10.0,,6.0,6.0,,,,6.0,6.0,,,,,5.0,,,,,
1160,H301,J20,5.21,,3.0,6.0,2.0,,,2.0,2.0,,,,,2.0,,,2.0,,
1161,H301,J23,8.49,,5.0,6.0,5.0,,,3.0,2.0,,,,3.0,4.0,6.0,,3.0,,
1162,H301,J25,1.26,,1.0,,1.0,,,1.0,1.0,1.0,,,,4.0,,,1.0,,
1163,H301,J27,10.0,,6.0,6.0,,,,3.0,2.0,4.0,,,3.0,5.0,6.0,,3.0,,
1164,H302,J01,0.82,,1.0,1.0,,1.0,1.0,1.0,,1.0,,,,1.0,2.0,1.0,,1.0,
1165,H304,J01,9.92,,6.0,6.0,6.0,,,6.0,6.0,,,,,4.0,,5.0,3.0,,3.0
1166,H304,J05,3.16,,4.0,6.0,2.0,,,2.0,,,,,,5.0,,6.0,,,
1167,H304,J28,9.86,,6.0,6.0,6.0,6.0,,5.0,5.0,,,,,5.0,,6.0,,,
1168,H304,J31,9.8,,6.0,6.0,,,,,,,,,,4.0,,6.0,1.0,,
1169,H305,J02,8.35,,5.0,,,,,6.0,6.0,,,,6.0,6.0,,6.0,,,
1170,H305,J05,7.7,,3.0,,2.0,,4.0,4.0,5.0,,,,3.0,5.0,,6.0,,,
1171,H305,J20,1.98,,1.0,1.0,1.0,,,1.0,1.0,,,1.0,1.0,1.0,,1.0,,1.0,
1172,H305,J30,9.83,,5.0,,6.0,,6.0,5.0,6.0,,,,4.0,6.0,,6.0,,,
1173,H306,J05,7.97,,5.0,,6.0,,,6.0,6.0,,,,,4.0,,,,,
1174,H306,J20,8.49,,5.0,,6.0,,5.0,2.0,2.0,2.0,,,,,,,,,
1175,H306,J23,9.29,,4.0,,,,,6.0,6.0,,,,,,,,,,
1176,H306,J26,6.05,,5.0,,6.0,,,2.0,2.0,,2.0,,,2.0,,,,,
1177,H306,J30,7.8,,,,,,,5.0,6.0,,,,,,,,,,
1178,H306,J31,7.96,,4.0,2.0,6.0,,3.0,6.0,6.0,,,,,2.0,3.0,,,,
1179,H307,J01,2.01,,4.0,4.0,5.0,,6.0,2.0,2.0,2.0,1.0,,2.0,1.0,,1.0,1.0,1.0,
1180,H307,J02,3.87,,1.0,1.0,1.0,,1.0,1.0,1.0,,2.0,,1.0,1.0,,1.0,1.0,1.0,
1181,H307,J05,5.64,,2.0,2.0,3.0,,1.0,5.0,5.0,,6.0,6.0,,3.0,,2.0,2.0,3.0,
1182,H307,J09,7.08,,5.0,6.0,,,6.0,6.0,6.0,,6.0,6.0,,6.0,,6.0,6.0,,
1183,H307,J10,8.1,,5.0,6.0,,,6.0,5.0,,,6.0,,,4.0,,,,,
1184,H308,J01,1.58,,1.0,2.0,2.0,,,1.0,1.0,,,,,2.0,,,,,
1185,H308,J20,6.68,,2.0,,1.0,,2.0,6.0,6.0,,,,6.0,3.0,6.0,,,,
1186,H308,J26,6.9,,5.0,,,,,6.0,6.0,,,,,,,,,,
1187,H308,J28,6.04,,6.0,6.0,6.0,,,2.0,2.0,2.0,,,2.0,2.0,4.0,,,,2.0
1188,H309,J01,6.75,,6.0,6.0,,,6.0,3.0,3.0,,3.0,,,5.0,6.0,5.0,,,
1189,H309,J02,5.58,,6.0,6.0,,,6.0,5.0,6.0,,,,,2.0,4.0,2.0,,2.0,
1190,H309,J30,7.38,,3.0,2.0,,,,5.0,5.0,,,,,4.0,,4.0,,,
1191,H309,J31,8.69,,6.0,6.0,,,5.0,5.0,5.0,,,,,4.0,,,,,
1192,H312,J01,8.66,,6.0,6.0,6.0,,6.0,6.0,6.0,6.0,,6.0,6.0,5.0,6.0,6.0,5.0,,
1193,H312,J05,9.82,,6.0,6.0,6.0,,6.0,6.0,5.0,6.0,,6.0,,6.0,6.0,6.0,6.0,,
1194,H312,J15,9.77,,6.0,6.0,6.0,,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,,,
1195,H312,J16,8.43,,5.0,6.0,4.0,,4.0,4.0,5.0,5.0,,3.0,,5.0,5.0,6.0,,,
1196,H312,J26,7.99,,4.0,4.0,5.0,,3.0,3.0,4.0,5.0,,2.0,,6.0,6.0,6.0,,,
1197,H312,J27,9.72,,6.0,6.0,6.0,,6.0,6.0,6.0,6.0,,6.0,6.0,5.0,4.0,6.0,,,
1198,H312,J30,8.1,,4.0,4.0,6.0,,5.0,2.0,2.0,2.0,,2.0,,5.0,6.0,5.0,,,
1199,H312,J31,9.62,,6.0,6.0,6.0,,6.0,6.0,6.0,6.0,,6.0,,6.0,6.0,6.0,,,
1200,H313,J01,6.71,,5.0,6.0,5.0,3.0,,6.0,,6.0,3.0,,,4.0,4.0,,,,
1201,H313,J02,7.32,,3.0,3.0,,,,6.0,,6.0,,,,3.0,3.0,,,,
1202,H313,J21,7.16,,,,,2.0,,3.0,,3.0,,,,6.0,6.0,,,,
1203,H313,J23,6.74,,2.0,,3.0,1.0,,2.0,,1.0,1.0,,,,,,,,
1204,H314,J01,8.62,,5.0,6.0,5.0,,5.0,4.0,4.0,,,,,6.0,6.0,,,,
1205,H314,J24,8.88,,4.0,3.0,5.0,,6.0,5.0,5.0,,,,6.0,,,,,,
1206,H314,J31,8.66,,6.0,,6.0,,,4.0,4.0,,,,,,,,,,
1207,H315,J01,1.39,,1.0,2.0,,,1.0,1.0,2.0,1.0,,,1.0,2.0,6.0,2.0,3.0,,
1208,H315,J02,9.75,,3.0,6.0,3.0,5.0,2.0,6.0,,6.0,6.0,6.0,6.0,4.0,2.0,5.0,6.0,,
1209,H315,J04,9.73,,6.0,6.0,5.0,,6.0,6.0,,6.0,,,6.0,5.0,3.0,6.0,6.0,6.0,6.0
1210,H315,J32,3.1,,4.0,6.0,3.0,,2.0,5.0,,6.0,,,6.0,2.0,6.0,2.0,2.0,,3.0
1211,H317,J01,6.72,,5.0,6.0,,,6.0,4.0,,,,,,,,,,,
1212,H317,J05,7.62,,4.0,6.0,,,,4.0,4.0,,,,,,,,,,
1213,H317,J11,7.39,,6.0,6.0,6.0,,,6.0,6.0,,,,,6.0,6.0,,,,
1214,H317,J28,7.68,,5.0,6.0,,,6.0,2.0,2.0,,,,,4.0,,,3.0,,
1215,H318,J01,7.12,,4.0,3.0,,,5.0,5.0,5.0,4.0,3.0,,,5.0,6.0,6.0,,,
1216,H318,J05,4.78,,3.0,,4.0,,2.0,6.0,6.0,,2.0,,3.0,2.0,5.0,2.0,,2.0,
1217,H318,J06,5.54,,5.0,6.0,5.0,,6.0,4.0,3.0,3.0,6.0,,,4.0,3.0,5.0,,,
1218,H318,J28,4.98,,2.0,2.0,2.0,,,6.0,6.0,,6.0,,,3.0,6.0,2.0,,3.0,
1219,H319,J01,1.9,,4.0,3.0,,6.0,6.0,2.0,2.0,2.0,,,,1.0,,1.0,1.0,,1.0
1220,H319,J04,8.77,,6.0,6.0,,6.0,,6.0,6.0,,6.0,,,5.0,6.0,6.0,3.0,,
1221,H319,J26,9.58,,5.0,6.0,,,5.0,6.0,6.0,,,,,5.0,6.0,,2.0,,
1222,H319,J28,8.69,,5.0,6.0,,,5.0,6.0,6.0,,,,,5.0,6.0,5.0,2.0,,
1223,H320,J01,9.62,,6.0,6.0,6.0,6.0,6.0,6.0,5.0,5.0,6.0,,6.0,6.0,,6.0,4.0,,
1224,H320,J04,2.7,,1.0,,2.0,1.0,2.0,2.0,3.0,2.0,1.0,,2.0,2.0,2.0,2.0,1.0,2.0,
1225,H320,J05,1.93,,1.0,1.0,1.0,1.0,,1.0,2.0,2.0,1.0,,,2.0,1.0,3.0,1.0,,
1226,H320,J24,7.65,,5.0,4.0,6.0,,5.0,3.0,4.0,3.0,2.0,6.0,2.0,4.0,5.0,5.0,3.0,6.0,
1227,H320,J28,1.5,,1.0,,1.0,1.0,2.0,2.0,2.0,3.0,1.0,,,1.0,,2.0,1.0,2.0,2.0
1228,H320,J29,3.75,,3.0,,2.0,6.0,4.0,4.0,,5.0,6.0,,2.0,2.0,2.0,3.0,2.0,3.0,
1229,H320,J30,3.14,,4.0,3.0,6.0,5.0,5.0,2.0,,2.0,2.0,,3.0,1.0,3.0,1.0,2.0,2.0,2.0
1230,H320,J31,6.01,,2.0,2.0,2.0,5.0,,5.0,5.0,5.0,6.0,,,2.0,,,2.0,2.0,
1231,H322,J01,6.81,,,,,,,4.0,4.0,6.0,,,,2.0,,,2.0,2.0,
1232,H322,J02,7.91,,6.0,6.0,6.0,,,6.0,6.0,6.0,,,,3.0,,,3.0,,
1233,H322,J04,6.08,,6.0,6.0,6.0,,,4.0,4.0,5.0,,,,2.0,,4.0,1.0,2.0,
1234,H322,J09,6.34,,1.0,1.0,,,,2.0,2.0,1.0,,,,1.0,,1.0,1.0,1.0,
1235,H322,J24,6.57,,5.0,6.0,6.0,,,3.0,4.0,2.0,,2.0,,3.0,,4.0,2.0,,
1236,H322,J27,6.87,,6.0,6.0,6.0,,,6.0,6.0,6.0,,,,6.0,,,6.0,,
1237,H322,J29,7.08,,5.0,6.0,4.0,,,6.0,6.0,6.0,,,,2.0,,4.0,1.0,2.0,
1238,H322,J30,6.27,,6.0,6.0,6.0,,,6.0,6.0,6.0,,,,2.0,,2.0,2.0,2.0,
1239,H323,J01,7.97,,5.0,6.0,5.0,4.0,,5.0,6.0,,5.0,,,3.0,6.0,3.0,,4.0,
1240,H323,J14,6.81,,6.0,6.0,,,,3.0,3.0,,,,,3.0,3.0,3.0,,,
1241,H323,J15,5.38,,5.0,6.0,,,,4.0,5.0,,,,,2.0,2.0,3.0,,,
1242,H323,J17,1.48,,,,,,,2.0,2.0,,2.0,,,1.0,2.0,2.0,,,1.0
1243,H323,J19,7.03,,,,,,,4.0,6.0,,4.0,,,4.0,3.0,5.0,,,
1244,H324,J01,9.92,,6.0,6.0,6.0,,6.0,6.0,6.0,,,,,6.0,6.0,,,,
